"id","codigo","codigoprograma","titulo","created_at","updated_at","ano","codigoesfera","codigofuncao","codigosubfuncao","nomeesfera","nomefuncao","nomeorgao","nomesubfuncao","codigoorgao"
89887,"30822","123",Implantação de Brinquedoteca em Tarrafas,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89888,"30823","123",Construção de Brinquedopraça no município de Acopiara,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89889,"30826","341",Pavimentação no Município de Cascavel,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89890,"30830","342","Pavimentação da estrada do Distrito de Livramento ao Distrito de Gazea, em Ipueiras",2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","26","451","01 - FISCAL",TRANSPORTE,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,INFRA-ESTRUTURA URBANA,"43200007"
89891,"30831","631",Custeio para realização de cirurgias de catarata no município do Assaré,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89892,"30832","631",Custeio para realização de cirurgias de catarata no município de Acopiara,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89893,"30833","631",Custeio das ações na área da saúde do Hospital e Maternidade Zulmira Sedrim de Aguiar no município do Cedro,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89894,"30834","311",Aquisição de equipamentos para a realização da feira do agricultor do município de Tarrafas,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","20","608","01 - FISCAL",AGRICULTURA,SECRETARIA DO DESENVOLVIMENTO AGRÁRIO,PROMOÇÃO DA PRODUÇÃO AGROPECUÁRIA,"21000000"
89895,"30835","732","Construção do Açude de Contendas, no município de Frecheirinha",2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SECRETARIA DOS RECURSOS HÍDRICOS,RECURSOS HÍDRICOS,"29000000"
89896,"30838","631",Custeio das ações na área da saúde do município de Ipaporanga,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89897,"30839","123",Construção de Brinquedopraça no município de Iguatu,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89898,"30840","123",Construção de Brinquedopraça no município de Várzea Alegre,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89899,"30841","611","Realização de ações para a prática de Artes Marciais, no Estado do Ceará",2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89900,"30842","123",Construção de Brinquedopraça no município de Santana do Acaraú,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89901,"30843","123",Construção de Brinquedopraça no município de Jucás,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89902,"30844","123",Construção de Brinquedopraça no município de Porteiras,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89903,"30845","211",Capacitação e Treinamento dos Profissionais da Ematerce,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","20","122","01 - FISCAL",AGRICULTURA,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO CEARÁ,ADMINISTRAÇÃO GERAL,"21200001"
89904,"30846","123",Construção de Brinquedopraça no município de Caridade,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89905,"30847","123",Construção de Brinquedopraça no município de Granjeiro,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89906,"30850","611",Construção de uma Areninha no município de Saboeiro,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89907,"30851","611",Construção de uma Areninha no município de Jucás,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89908,"30853","611",Construção de uma Areninha no município de Porteiras,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89909,"30855","611",Construção de uma Areninha no município de Cariús,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89910,"30856","611",Construção de uma Areninha no município de Assaré,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89911,"30857","341",Asfaltamento para o Município de Caucaia,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89912,"30858","611",Construção de uma Areninha no município de Tarrafas,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89913,"30859","611",Construção de uma Areninha no município de Acopiara,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89914,"30860","611",Construção de uma Areninha no município de Iguatu,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89915,"30861","131",Implantação da Casa da Mulher Cearense na região da Ibiapaba,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,SECRETARIA DA PROTEÇÃO SOCIAL,"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
89916,"30862","611",Construção de uma Areninha no município de Várzea Alegre,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89917,"30863","611",Construção de uma Areninha no município de Santana do Acaraú,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89918,"30864","611",Construção de uma Areninha no município de Caridade,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89919,"30865","611",Construção de uma Areninha no município de Granjeiro,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89920,"30866","611",Construção de uma Areninha no município de Crateús,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89921,"30867","123",Construção de Brinquedopraça no município de Crateús,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"02","08","243","02 - SEGURIDADE SOCIAL",ASSISTÊNCIA SOCIAL,SECRETARIA DA PROTEÇÃO SOCIAL,ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE,"47000000"
89922,"30868","311",Aquisição de um trator com equipamentos para o município de Ipaporanga,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","20","451","01 - FISCAL",AGRICULTURA,SECRETARIA DO DESENVOLVIMENTO AGRÁRIO,INFRA-ESTRUTURA URBANA,"21000000"
89923,"30873","133",Implantação de unidade do Vapt Vupt para a região da Ibiapaba,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","14","422","01 - FISCAL",DIREITOS DA CIDADANIA,SECRETARIA DA PROTEÇÃO SOCIAL,"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","47000000"
89924,"30875","341",Pavimentação em Pedra Tosca no município de Crateús,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","15","451","01 - FISCAL",URBANISMO,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,INFRA-ESTRUTURA URBANA,"43200007"
89925,"30876","451",Ampliação do campus da UVA da região da Ibiapaba,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","12","364","01 - FISCAL",EDUCAÇÃO,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,ENSINO SUPERIOR,"43200007"
89926,"30877","341",Pavimentação em Pedra Tosca no município de Granja,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","15","451","01 - FISCAL",URBANISMO,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,INFRA-ESTRUTURA URBANA,"43200007"
89927,"30878","521",Implantação de unidade do Corpo de Bombeiros Militares na região da Ibiapaba,2024-01-02 14:07:30.177,2024-01-02 14:07:30.177,2023,"01","06","182","01 - FISCAL",SEGURANÇA PÚBLICA,CORPO DE BOMBEIROS MILITAR DO ESTADO DO CEARÁ,DEFESA CIVIL,"10100004"
89928,"30879","631",Construção de unidade mista de saúde no município de Apuiarés,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89929,"30880","521","Implantação de unidade de Perícia Forense do Estado do Ceará - PEFOCE, no município de Tianguá",2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,PERÍCIA FORENSE DO ESTADO DO CEARÁ,ADMINISTRAÇÃO GERAL,"10100007"
89930,"30881","732",Perfuração e Instalação de poços profundos no município de Tianguá,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89931,"30882","521",Implantação de unidade do Corpo de Bombeiros no município de Tianguá,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","06","122","01 - FISCAL",SEGURANÇA PÚBLICA,CORPO DE BOMBEIROS MILITAR DO ESTADO DO CEARÁ,ADMINISTRAÇÃO GERAL,"10100004"
89932,"30883","631",Apoio financeiro para a saúde do Município de Tamboril,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89933,"30884","631",Auxílio Financeiro no custeio da média e alta complexidade do Sistema SUS do Município de Granjeiro,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89934,"30886","732",Perfuração e montagem de poços em Ocara,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89935,"30887","431",Aquisição de uma biblioteca móvel (giroteca) para o município de Baturité.,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","12","366","01 - FISCAL",EDUCAÇÃO,SECRETARIA DA EDUCAÇÃO,EDUCAÇÃO DE JOVENS E ADULTOS,"22000000"
89936,"30888","732","Perfuração e instalação de poços profundos nos distritos de Aracatiaçu e Caracará, no município de Sobral.",2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89937,"30889","341","Construção do Mercado Público do distrito de Aracatiaçu, no município de Sobral.",2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89938,"30890","434",Aquisição de transporte escolar para o Município de Tamboril,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","12","366","01 - FISCAL",EDUCAÇÃO,SECRETARIA DA EDUCAÇÃO,EDUCAÇÃO DE JOVENS E ADULTOS,"22000000"
89939,"30891","341",Calçamento para o município de Itapipoca.,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89940,"30892","631",Custeio de Saúde no Município de Milhã,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89941,"30893","732",Perfuração e Instalação de Poços profundos no município de Tamboril,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89942,"30895","732",Perfuração e Instalação de poços profundos no município de Boa Viagem,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89943,"30896","631",Custeio da Saúde para o Município de Horizonte,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89944,"30897","341",Implantação de posto do Departamento Estadual de Trânsito do Ceará - DETRAN no município de Boa Viagem,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","26","451","01 - FISCAL",TRANSPORTE,SECRETARIA DA INFRAESTRUTURA,INFRA-ESTRUTURA URBANA,"08000000"
89945,"30898","732",Perfuração e instalação de poços profundos no município de Viçosa do Ceará,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89946,"30899","631",Custeio da Saúde para o Município de Penaforte,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89947,"30900","631",Custeio da saúde do município de Deputado Irapuã Pinheiro,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89948,"30901","631",Aquisição de uma máquina de ressonância magnética para o município de Viçosa do Ceará,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89949,"30902","631",Custeio da Saúde para o Município de Barro,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89950,"30903","732",Perfuração e instalação de poços profundos no município de Catunda,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89951,"30904","732",Perfuração e instalação de poços profundos no município de Trairi,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89952,"30905","611",Construção de equipamentos de esporte e lazer - Projeto Areninha Radical nos municípios do Estado do Ceará,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","27","812","01 - FISCAL",DESPORTO E LAZER,SECRETARIA DO ESPORTE,DESPORTO COMUNITÁRIO,"42000000"
89953,"30906","732",Perfuração e instalação de poços profundos no município de Itapipoca,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89954,"30907","362",Apoio ao Projeto Mulheres Criativas - Oficinas de Trabalhos Manuais no Município de Tauá,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","11","334","01 - FISCAL",TRABALHO,SECRETARIA DO DESENVOLVIMENTO ECONÔMICO,FOMENTO AO TRABALHO,"56000000"
89955,"30908","631",Apoio financeiro para ações na saúde da Santa Casa de Misericórdia de Sobral - SCMS,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89956,"30909","732",Perfuração e instalação de poços profundos no município de Itapajé,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89957,"30910","631",Apoio financeiro para ações de saúde do município de Fortaleza,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89958,"30911","631",Apoio financeiro para ações de saúde do município de Caucaia,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89959,"30912","342","Pavimentação em pedra tosca da estrada que liga a BR 222, na localidade de Moreira ao Distrito de Pitombeira.",2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,INFRA-ESTRUTURA URBANA,"43200007"
89960,"30913","631",Custeio da saúde para o município de Morada Nova,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89961,"30914","732",Perfuração e instalação de poços profundos no município de Maranguape,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89962,"30915","631",Manutenção do sistema de saúde do município de Maranguape,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89963,"30916","631",Apoio financeiro para ações de saúde no município de Maracanaú,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89964,"30917","631","Apoio financeiro para ações na saúde do Hospital São Camilo, em Crateús",2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89965,"30918","341",Construção do Centro de Convivência Social na comunidade Chapada no município de Capistrano,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89966,"30919","631",Custeio da saúde para o município de Iracema,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89967,"30920","631",Apoio financeiro para ações de saúde do município de Maranguape,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89968,"30922","341",Reforma de praças no municipio de Carnaubal,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89969,"30924","631",Custeio da saúde no Município de Maranguape,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","302","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,"24200004"
89970,"30925","732",Perfuração e instalação de poços profundos no município de Mucambo,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89971,"30926","631",Apoio financeiro para ações de saúde município de Juazeiro do Norte,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89972,"30927","631",Custeio da saude para o municipio de Potiretama,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89973,"30928","341",Pavimentação em pedra tosca na zona rural do municipio de Mucambo,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","15","451","01 - FISCAL",URBANISMO,SECRETARIA DAS CIDADES,INFRA-ESTRUTURA URBANA,"43000000"
89974,"30929","632",Aquisição de medicamentos e insumos para o município de Mucambo,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89975,"30930","631",Apoio financeiro para ações de saúde do município Paracuru,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89976,"30931","631",Apoio financeiro para ações na saúde do Hospital Geral Dr. César Cals,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89977,"30932","732",Perfuração e instalação de poços profundos no município de Nova Russas,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89978,"30933","732",Perfuração e instalação de poços profundos no município de Novo Oriente,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
89979,"30935","631",Custeio da Saúde do município de Itaiçaba,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"02","10","301","02 - SEGURIDADE SOCIAL",SAÚDE,FUNDO ESTADUAL DE SAÚDE,ATENÇÃO BÁSICA,"24200004"
89980,"30936","732",Perfuração e instalação de poços profundos no município de Guaiúba,2024-01-02 14:07:30.179,2024-01-02 14:07:30.179,2023,"01","18","544","01 - FISCAL",GESTÃO AMBIENTAL,SUPERINTENDÊNCIA DE OBRAS HIDRÁULICAS,RECURSOS HÍDRICOS,"29200001"
