"codigo","titulo","ano","sigla"
"228425",EEM FRANCISCA MOREIRA DE SOUZA,2024,"23244828"
"228426",CEJA PROFESSORA MARIA JOELIA CARVALHO SILVA,2024,"23244429"
"228427",EEM WLADIMIR RORIZ,2024,"23248998"
"228428",EEEP LUCIA HELENA VIANA RIBEIRO,2024,"23264071"
"228429",EEEP EDSON QUEIROZ,2024,"23264063"
"228430",EEMTI BARAO DE ARACATI,2024,"23124121"
"228431",EEM BENI CARVALHO,2024,"23124172"
"228432",EEM PROFESSOR GABRIEL EPIFÂNIO DOS REIS,2024,"23125314"
"228433",EEMTI JOAO BARBOSA LIMA,2024,"23125586"
"228434",EEMTI FRANCISCO JAGUARIBE,2024,"23127171"
"228458",EEEP PROFESSORA MARIA CÉLIA PINHEIRO FALCÃO,2024,"23564245"
"228459",EEM INSTITUTO IMACULADA CONCEIÇÃO,2024,"23134488"
"228460",EEMTI CORNELIO DIOGENES,2024,"23135905"
"228463",EEM ANTÔNIO REGINALDO MAGALHÃES ALMEIDA,2024,"23234474"
"228464",EEM GUSTAVO BARROSO,2024,"23137150"
"228465",EEMTI DEPUTADO JOAQUIM DE FIGUEIREDO CORREIA,2024,"23138106"
"228466",EEM ENÉAS OLÍMPIO DA SILVA,2024,"23137924"
"228467",LICEU JOSÉ FURTADO DE MACEDO,2024,"23135425"
"228468",CEJA COSME ALVES DE LIMA,2024,"23135913"
"228469",EEM ALFREDO MACHADO,2024,"23099380"
"228470",EEM DOM TERCEIRO,2024,"23097140"
"228471",EEEP VENCESLAU VIEIRA BATISTA,2024,"23096209"
"228472",EEMTI PROFESSORA MARIA EDILCE DIAS FERNANDES,2024,"23126833"
"228474",EEMTI CORONEL HUMBERTO BEZERRA,2024,"23102020"
"228475",EEM ABRAÃO BAQUIT,2024,"23100133"
"228476",EEM GOVERNADOR CÉSAR CALS DE OLIVEIRA FILHO,2024,"23100311"
"228477",CEJA JOÃO RICARDO DA SILVEIRA,2024,"23180781"
"228478",EEM GOVERNADOR LUIZ GONZAGA DA FONSECA MOTA,2024,"23100583"
"228479",EEM JOSÉ MARTINS RODRIGUES,2024,"23100575"
"228480",EEMTI CORONEL VIRGILIO TÁVORA,2024,"23100770"
"228481",EEMTI CÔNEGO LUIZ BRAGA ROCHA,2024,"23099194"
"228482",EEMTI EMANUEL,2024,"23098775"
"228483",EEEP MARIA CAVALCANTE COSTA,2024,"23232439"
"228484",EEMTI JACOB NOBRE DE OLIVEIRA BENEVIDES,2024,"23095881"
"228485",EEM JOÃO DOS SANTOS OLIVEIRA,2024,"23545585"
"228486",EEEP DR. JOSÉ ALVES DA SILVEIRA,2024,"23564423"
"228487",EEM DOUTOR ANDRADE FURTADO II,2024,"23221348"
"228488",LICEU DE QUIXERAMOBIM ALFREDO ALMEIDA MACHADO,2024,"23265264"
"228489",EEMTI REGINA PACIS,2024,"23085711"
"228490",EEFM LIONS CLUB,2024,"23085550"
"228491",EEFM LOURENÇO FILHO,2024,"23085568"
"228492",EEFM PRESIDENTE EURICO GASPAR DUTRA,2024,"23085193"
"228493",EEMTI GOVERNADOR GONZAGA MOTA,2024,"23085347"
"228494",EEEP MANOEL MANO,2024,"23085592"
"228495",EEM JÁDER DE FIGUEIREDO CORREIA,2024,"23095075"
"228496",EEM DONA LUIZA TIMBÓ,2024,"23093935"
"228497",COLÉGIO ESTADUAL OTACÍLIO MOTA,2024,"23028068"
"228498",EEM JERÔNIMO ALVES DE ARAÚJO,2024,"23087196"
"228499",EEFM PROFESSORA MARIA JÚLIA FIALHO,2024,"23087323"
"228500",COLÉGIO ESTADUAL OLEGÁRIO ABREU MEMÓRIA,2024,"23090545"
"228501",EEM ALFREDO GOMES,2024,"23090235"
"228502",EEFM GOVERNADOR ADAUTO BEZERRA,2024,"23089164"
"228503",EEM COELHO MASCARENHAS,2024,"23091240"
"228504",EEM PRUDÊNCIO DE PINHO,2024,"23029854"
"228505",EEM FLORESTAN FERNANDES,2024,"23545615"
"228506",EEEP DÁRIO CATUNDA FONTENELE,2024,"23564440"
"228507",EEM GERARDO MAGELLA MELLO MOURÃO,2024,"23564431"
"228509",EEM VICENTE RIBEIRO DO AMARAL,2024,"23089903"
"228510",EEM MARIA VIEIRA PINHO,2024,"23217510"
"228511",CEJA PROFESSOR LUIZ BEZERRA,2024,"23227940"
"228512",EEM MONSENHOR XIMENES,2024,"23219181"
"228513",ESCOLA INDÍGENA DE MONSENHOR TABOSA,2024,"23244763"
"228514",EEEP MARIA EUDES BEZERRA VERAS,2024,"23246650"
"228515",LICEU DE ARARENDÁ JOSÉ WILSON VERAS MOURÃO,2024,"23225190"
"228516",EEEP ANTÔNIO MOTA FILHO,2024,"23545607"
"228517",EEEP PROFESSOR JOSÉ AUGUSTO TORRES,2024,"23122064"
"228518",CEJA DE SENADOR POMPEU,2024,"23121700"
"228519",EEM FENELON RODRIGUES PINHEIRO,2024,"23122714"
"228520",EEMTI PROFESSOR PEDRO JAIME,2024,"23116951"
"228521",EEEP PROFESSOR PLÁCIDO ADERALDO CASTELO,2024,"23116960"
"228522",EEM PROFESSOR ANANIAS DO AMARAL VIEIRA,2024,"23115807"
"228523",EEMTI DE MINEIROLANDIA,2024,"23119799"
"228524",EEM FRANCISCO VIEIRA CAVALCANTE,2024,"23118709"
"228525",EEMTI MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,2024,"23120878"
"228526",EEMTI EUCLIDES PINHEIRO DE ANDRADE,2024,"23115050"
"228542",EEEP ALFREDO NUNES DE MELO,2024,"23111291"
"228554",LICEU DE ACOPIARA DEPUTADO FRANCISCO ALVES SOBRINHO,2024,"23265400"
"228555",EEM FRANCISCO HOLANDA MONTENEGRO,2024,"23461667"
"228556",EEMTI FRANCISCO ASSIS VIEIRA,2024,"23462361"
"228557",EEMTI JOSEFA ALVES BEZERRA,2024,"23545704"
"228558",EEMTI MONSENHOR HORACIO TEIXEIRA,2024,"23149434"
"228559",COLÉGIO ESTADUAL CELSO ARAÚJO,2024,"23139382"
"228560",EEEP FRANCISCA DE ALBUQUERQUE MOURA,2024,"23139471"
"228561",CEJA ANA VIEIRA PINHEIRO,2024,"23140240"
"228562",EEM VIVINA MONTEIRO,2024,"23140780"
"228563",CERE PADRE JOSÉ ALVES DE MACEDO,2024,"23140518"
"228564",EEM DOM FRANCISCO DE ASSIS PIRES,2024,"23149795"
"228565",EEMTI ALDA FERRER AUGUSTO DUTRA,2024,"23150173"
"228566",EEMTI FILGUEIRAS LIMA,2024,"23150297"
"228567",EEMTI MONSENHOR MANOEL CARLOS DE MORAIS,2024,"23151528"
"228568",EEEP DOUTOR JOSÉ IRAN COSTA,2024,"23545712"
"228569",EEEP DEPUTADO JOSÉ WALFRIDO MONTEIRO,2024,"23545720"
"228570",EEM JOSÉ CORREIA LIMA,2024,"23148349"
"228571",EEMTI PROFESSORA MARIA AFONSINA DINIZ MACEDO,2024,"23148543"
"228572",EEM PROFESSOR MIGUEL PORFÍRIO DE LIMA,2024,"23545755"
"228573",EEEP PROFESSOR GUSTAVO AUGUSTO LIMA,2024,"23243023"
"228574",CEJA MONSENHOR PEDRO ROCHA DE OLIVEIRA,2024,"23162600"
"228575",EEMTI WILSON GONCALVES,2024,"23163410"
"228576",EEF DOM QUINTINO,2024,"23163283"
"228577",EEMTI ESTADO DA BAHIA,2024,"23162813"
"228578",EEF ESTADO DA PARAÍBA,2024,"23162821"
"228579",EEEP GOVERNADOR VIRGÍLIO TÁVORA,2024,"23163402"
"228580",EEFM JOSÉ ALVES DE FIGUEIREDO,2024,"23162961"
"228581",EEMTI JUVENCIO BARRETO,2024,"23163020"
"228582",EEMTI GOVERNADOR ADAUTO BEZERRA,2024,"23162406"
"228583",EEFM PRESIDENTE VARGAS,2024,"23163364"
"228584",EEMTI TEODORICO TELES DE QUENTAL,2024,"23163330"
"228585",EEMTI SANTA TEREZA,2024,"23155817"
"228586",EEFM DONA CARLOTA TÁVORA,2024,"23151650"
"228587",EEMTI RAIMUNDO MOACIR ALENCAR MOTA,2024,"23152737"
"228588",EEM DE CAMPOS SALES,2024,"23153261"
"228589",EEEP PRESIDENTE MÉDICI,2024,"23153482"
"228590",EEMTI PADRE LUIS FILGUEIRAS,2024,"23167190"
"228591",EEMTI MENEZES PIMENTEL,2024,"23154721"
"228592",EEMTI ADRIAO  DO VALE NUVENS,2024,"23167963"
"228593",EEMTI PREFEITO RAIMUNDO COELHO BEZERRA DE FARIAS,2024,"23255269"
"228594",EEM JOAQUIM VALDEVINO DE BRITO,2024,"23264616"
"228595",EEMTI JOSÉ WALDEMAR DE ALCANTARA E SILVA,2024,"23264624"
"228596",EEM LUIZ GONZAGA DE ALCÂNTARA,2024,"23333014"
"228597",EEMTI LIDIA BEZERRA,2024,"23108657"
"228598",EEEP MARIA VIOLETA ARRAES DE ALENCAR GERVAISEAU,2024,"23244739"
"228604",EEFM AMÁLIA XAVIER,2024,"23164867"
"228605",EEFM DONA CLOTILDE SARAIVA,2024,"23165197"
"228606",EEM PLÁCIDO ADERALDO CASTELO,2024,"23156210"
"228607",EEMTI SAO PEDRO,2024,"23156201"
"228624",EEFM GETÚLIO VARGAS,2024,"23157020"
"228625",CEJA PROFESSORA MARIA ANGELINA LEITE TEIXEIRA,2024,"23191104"
"228626",EEEP DR. NAPOLEÃO NEVES DA LUZ,2024,"23244666"
"228627",EEMTI MIGUEL SARAIVA PINHEIRO,2024,"23157879"
"228628",EEFM MONSENHOR VICENTE BEZERRA,2024,"23158964"
"228630",EEFM MAURO SAMPAIO,2024,"23159545"
"228631",EEMTI DEPUTADO ANTONIO LEITE TAVARES,2024,"23159766"
"228632",EEMTI ANDRE CARTAXO,2024,"23160110"
"228641",EEM MONSENHOR ANTÔNIO FEITOSA,2024,"23166215"
"228642",EEMTI DONA ANTONIO LINDALVA DE MORAIS,2024,"23170620"
"228643",CEJA PADRE JOAQUIM ALVES,2024,"23170930"
"228645",LICEU PROFESSOR JOSÉ TELES DE CARVALHO,2024,"23234814"
"228646",CEJA JOAQUIM GOMES BASÍLIO,2024,"23250240"
"228647",EEM WILSON DIAS CABRAL,2024,"23238828"
"228648",EEEP LEOPOLDINA GONÇALVES QUEZADO,2024,"23237821"
"228649",EEEP IRMÃ ANA ZÉLIA DA FONSECA,2024,"23238194"
"228650",EEMTI PROFESSORA EUNICE MARIA DE SOUSA FREITAS,2024,"23340622"
"228651",EEEP PADRE JOÃO BOSCO LIMA,2024,"23502983"
"228652",EEM PROFESSORA EUDES VERAS,2024,"23241314"
"228653",EEMTI MARIA CELESTE DE AZEVEDO PORTO,2024,"23254068"
"228654",EEEP GUIOMAR BELCHIOR AGUIAR,2024,"23246723"
"228655",EEMTI MARIA EMILIA RABELO,2024,"23129018"
"228656",EEEP MARIA ALTAIR AMÉRICO SABÓIA,2024,"23246740"
"228657",EEEP RITA MATOS LUNA,2024,"23246677"
"228658",ESCOLA INDÍGENA JENIPAPO KANINDÉ,2024,"23061642"
"228663",ESCOLA INDÍGENA POVO CACETEIRO,2024,"23233311"
"228665",ESCOLA INDÍGENA RAÍZES DE CRATEÚS,2024,"23233370"
"228666",ESCOLA INDÍGENA JARDIM DAS OLIVEIRAS,2024,"23233400"
"228669",ESCOLA INDÍGENA ALTO DA CATINGUEIRA,2024,"23239131"
"228672",EEEP DARCY RIBEIRO,2024,"23246812"
"228675",ESCOLA INDÍGENA ANTÔNIO GOMES,2024,"23263466"
"228676",ESCOLA INDÍGENA TABAJARA CARLOS LEVY,2024,"23263520"
"228678",ESCOLA INDÍGENA BROLHOS DA TERRA,2024,"23268700"
"228686",ESCOLA INDÍGENA MANOEL FRANCISCO DOS SANTOS,2024,"23227770"
"228688",EEMTI LICEU PROFESSOR DOMINGOS BRASILEIRO,2024,"23272058"
"228689",EEM MARIA DE CASTRO BERNARDO,2024,"23246618"
"228690",ESCOLA INDÍGENA ITA ARA,2024,"23263423"
"228692",ESCOLA INDÍGENA ANAMA TAPEBA,2024,"23244755"
"228693",EEM WALDERI MACHADO DE ALMEIDA,2024,"23545550"
"228698",ESCOLA INDÍGENA NARCÍSIO FERREIRA MATOS,2024,"23062770"
"228706",ESCOLA INDÍGENA TAPEBA CAPOEIRA,2024,"23235411"
"228707",ESCOLA INDIGENA EXPEDITO OLIVEIRA ROCHA,2024,"23239115"
"228709",ESCOLA INDÍGENA TAPEBA DE CAPUAN,2024,"23241454"
"228710",ESCOLA INDÍGENA TAPEBA AMÉLIA DOMINGOS,2024,"23241462"
"228712",ESCOLA INDÍGENA TREMEMBÉ FRANCISCO SALES NASCIMENTO,2024,"23247983"
"228716",ESCOLA INDÍGENA VILA DOS CACOS,2024,"23263555"
"228719",ESCOLA INDÍGENA DIREITO DE APRENDER DO POVO ANACÉ,2024,"23283610"
"228720",ESCOLA INDÍGENA MARCELINO ALVES DE MATOS,2024,"23462353"
"228722",ESCOLA INDÍGENA FRANCISCO GONÇALVES DE SOUSA,2024,"23545461"
"228723",ESCOLA INDÍGENA TREMEMBÉROSA SUZANA DA ROCHA,2024,"23548053"
"228724",ESCOLA INDÍGENA DA PONTE,2024,"23564067"
"228725",ESCOLA INDÍGENA TREMEMBÉ DE PASSAGEM RASA,2024,"23215763"
"228726",ESCOLA INDÍGENA TREMEMBÉ MANGUE ALTO,2024,"23231289"
"228727",ESCOLA INDÍGENA TREMEMBÉ DE QUEIMADA,2024,"23271663"
"228728",EEMTI GERALDO BENONI GOMES SILVEIRA,2024,"23252600"
"228729",EEEP MONSENHOR WALDIR LOPES DE CASTRO,2024,"23252405"
"228731",ESCOLA INDÍGENA TREMEMBÉ JOVENTINO GABRIEL FÉLIX,2024,"23253126"
"228732",ESCOLA INDÍGENA TREMEMBÉ DE TAPERA,2024,"23215755"
"228736",ESCOLA INDÍGENA TABAJARA,2024,"23233338"
"228737",ESCOLA INDÍGENA JOAQUIM UGENA,2024,"23545097"
"228741",EEM FRANCISCO DE ASSIS FONTENELE,2024,"23246260"
"228742",EEEP WELLINGTON BELÉM DE FIGUEIREDO,2024,"23246863"
"228744",EEEP ANTONIA NEDINA ONOFRE DE PAIVA,2024,"23244704"
"228746",EEEP MARIA AUDAY VASCONCELOS NERY,2024,"23252448"
"228749",EEEP RAIMUNDO CELIO RODRIGUES,2024,"23252456"
"228750",EEEP MARIA ÂNGELA DA SILVEIRA BORGES,2024,"23252391"
"228753",EEM MARIA STELA ROCHA AGUIAR,2024,"23252863"
"228754",EEEP PROFESSOR EMANUEL OLIVEIRA COELHO,2024,"23252430"
"228755",EEM MIGUEL CARNEIRO DA CUNHA,2024,"23252545"
"228756",EEMTI ZULMIRA AGASSIS,2024,"23252669"
"228757",EEEM EDUCACAO DO CAMPO FILHA DA LUTA PATATIVA DO ASSARE,2024,"23252472"
"228758",EEMTI JOSÉ NILTON SALVINO FRANCO,2024,"23252529"
"228759",EEEP PAULO BARBOSA LEITE,2024,"23252359"
"228760",EEMTI MARIA JOSE MAGALHAES,2024,"23252642"
"228764",EEEP PROFESSOR JOSE OSMAR PLACIDO SILVA,2024,"23259485"
"228765",EEEP FRANCISCO PAIVA TAVARES,2024,"23000097"
"228766",EEMTI PROFESSORA LIDIA CARNEIRO DE BARROS,2024,"23259825"
"228767",EEM ANA COSTA TEIXEIRA,2024,"23264888"
"228768",EEM JOSE FIDELES DE MOURA,2024,"23259507"
"228769",EEM PATATIVA DO ASSARE,2024,"23252480"
"228770",EEMTI SAO JOAO PIAMARTA,2024,"23259639"
"228788",EEMTI PREFEITO DARIO CAMPOS FEIJO,2024,"23271850"
"228789",EEEP CLEMENTE OLINRTHO TAVORA ARRUDA,2024,"23272260"
"228790",EEM DIONE MARIA BEZERRA PESSOA,2024,"23264993"
"228791",EEM MARIA DAUREA LOPES,2024,"23272201"
"228792",EEM RAIMUNDO ADJACIR CIDRAO DE OLIVEIRA,2024,"23246634"
"228793",CENTRO CEARENSE DE IDIOMAS - UNIDADE CRATEÚS,2024,"23000131"
"228794",CENTRO CEARENSE DE IDIOMAS - UNIDADE PAPICU,2024,"23000135"
"228795",CENTRO CEARENSE DE IDIOMAS - UNIDADE SUL,2024,"23000140"
"228796",CENTRO CEARENSE DE IDIOMAS - UNIDADE ITAPIPOCA,2024,"23000130"
"228797",CENTRO CEARENSE DE IDIOMAS - UNIDADE JUAZEIRO DO NORTE,2024,"23000133"
"228798",CENTRO CEARENSE DE IDIOMAS - UNIDADE MARACANAU,2024,"23000158"
"228799",CENTRO CEARENSE DE IDIOMAS - UNIDADE MARANGUAPE,2024,"23000222"
"228800",ESCOLA DE ENSINO MEDIO JOAO DE ARAUJO CARNEIRO,2024,"23273534"
"228801",ESCOLA DE ENSINO MEDIO GUILHERME CORREIA LIMA,2024,"23273526"
"228802",CENTRO CEARENSE DE IDIOMAS - UNIDADE CAUCAIA,2024,"23000129"
"228803",CENTRO CEARENSE DE IDIOMAS - UNIDADE BENFICA,2024,"23000137"
"228804",CENTRO CEARENSE DE IDIOMAS - UNIDADE JOQUEI CLUBE,2024,"23000136"
"228805",CENTRO CEARENSE DE IDIOMAS - UNIDADE PRESIDENTE KENNEDY,2024,"23000134"
"228806",CENTRO CEARENSE DE IDIOMAS - UNIDADE IGUATU,2024,"23000132"
"229184",ESCOLA ESTADUAL DE ENSINO MEDIO JAIME TOMAZ DE AQUINO,2024,"23274972"
"229191",ESCOLA DE ENSINO MEDIO DA BARRA,2024,"23275065"
"229192",ESCOLA DE ENSINO MEDIO NOSSA SENHORA DO LIVRAMENTO,2024,"23275049"
"229200",EEMTI MARIA LEAL TEIXEIRA,2024,"23275057"
"229203",COORD EST DE FORMAÇÃO DOCENTE E EDUCAÇÃO A DISTANCIA,2024,"23000264"
"229204",EEEP VEREADOR JOSÉ BATISTA FILHO ¿ ZEZINHO BATISTA,2024,"23276509"
"229216",CENTRO DE REFERENCIA EM EDUCACAO E ATENDIMENTO ESPECIALIZACAO DO CEARA,2024,"23000138"
"229217",Centro de Form e Desenv para Prof da Educ do Est do Ce Profª Maria Neli Sobreira Oliveira ,2024,"23000280"
"229218",EEM MARIA ZENOBIA RODRIGUES BRAGA,2024,"23000247"
"229219",EEEP SANDRA CARVALHO COSTA,2024,"23277491"
"229220",ESCOLA ESTADUAL DE EDUC. PROF. LUCIA BALTAZAR COSTA,2024,"23277904"
"229221",EEEP JAIME DA CUNHA REOUCAS,2024,"23277920"
"229222",CENTRO CEARENSE DE IDIOMAS - UNIDADE RUSSAS,2024,"23000263"
"229223",CENTRO CEARENSE DE IDIOMAS-UNIDADE ARACATI,2024,"23000249"
"229224",CENTRO CEARENSE DE IDIOMAS - UNIDADE QUIXADA,2024,"23000251"
"229225",ESCOLA INDIGENA POTYGUARA DE JUCAS,2024,"23264861"
"229226",ESCOLA EST DE EDUC PROFISSIONAL MARIA MADEIRO DIAS,2024,"23277300"
"229227",EEEP JOSE CIRO NOGUEIRA MACHADO,2024,"23277033"
"229228",ESCOLA DE ENSINO MEDIO FRANCISCO MIGUEL DE ANDRADE,2024,"23277971"
"229229",EEMTI JOAO DE MESQUITA BRAGA,2024,"23277521"
"229230",EEEP JOÃO JACKSON LOBO GUERRA,2024,"23277530"
"229231",EEEP DEPUTADO ROBERTO MESQUITA,2024,"23277513"
"229235",EEMTI FRANCISCO MIZAEL CAVALCANTE,2024,"23277084"
"229240",EEMTI MARIA DOLORES ALCANTARA E SILVA,2024,"23278021"
"229241",ESCOLA QUILOMBOLA ANTONIA RAMALHO DA SILVA,2024,"23277963"
"229244",ESCOLA DE ENSINO MEDIO EM TEMPO INTEGRAL,2024,"23277912"
"229245",EEMTI RAIMUNDO NONATO CARLOS DOS SANTOS,2024,"23277874"
"229246",CENTRO CEARENSE DE IDIOMAS - UNIDADE HORIZONTE,2024,"23000267"
"229247",CENTRO DE EDUCAÇÃO COMPLEMENTAR,2024,"23000281"
"229248",EEMTI LUIZETE ALBANO DE FREITAS MENEZES,2024,"23277882"
"229249",ESCOLA DE ENSINO MEDIO DE CURIMATA,2024,"23277890"
"229250",EEEP GERARDO CRISTINO DE MENEZES,2024,"23277980"
"229252",CENTRO CEARENSE DE IDIOMAS - UNIDADE BATURITÉ,2024,"23000268"
"229253",CENTRO CEARENSE DE IDIOMAS - UNIDADE CRATO,2024,"23000269"
"229254",CENTRO CEARENSE DE IDIOMAS - UNIDADE PARACURU,2024,"23000271"
"229255",CENTRO CEARENSE DE IDIOMAS - UNIDADE TIANGUA,2024,"23000265"
"229298",ESCOLA INDIGENA ANACE JOAQUIM DA ROCHA FRANCO,2024,"23282134"
"229299",ESCOLA DE ENSINO MEDIO ASSENTAMENTO CONCEICAO SALITRE,2024,"23282126"
"240001",SECRETARIA DA SAUDE,2024,SESA
"240301",ESCOLA DE SAUDE PUBLICA,2024,ESP/CE
"240344",CENTRO ODONTOLOGICO  TIPO II - RODOLFO TEOFILO,2024,CEO-RT
"240401",FUNDO ESTADUAL DE SAUDE,2024,FUNDES
"241281",HOSPITAL GERAL DE FORTALEZA,2024,HGF
"241291",HOSPITAL DR CARLOS ALBERTO STUDART GOMES - MESSEJANA,2024,HCAS
"241301",HOSPITAL GERAL DR. CESAR CALS DE OLIVEIRA,2024,HGCCO
"241311",HOSPITAL INFANTIL DR. ALBERT SABIN,2024,HIAS
"241321",HOSPITAL DE SAUDE MENTAL DE MESSEJANA,2024,HSMM
"241331",HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2024,HSJDI
"241501",CENTRO ODONTOLOGICO - TIPO I,2024,CEO-CENTRO
"241521",INSTITUTO DE PREVENCAO DO CANCER,2024,IPCC
"310801",FUNDO DE INOVACAO TECNOLOGICA,2024,FIT
"410001",CONTROLADORIA E OUVIDORIA GERAL DO ESTADO,2024,CGE
"420001",SECRETARIA DO ESPORTE ,2024,SESPORTE
"420101",FUNDO DO DESENVOLVIMENTO DO ESPORTE E JUVENTUDE,2024,FUNDEJ
"430001",SECRETARIA DAS CIDADES,2024,CIDADES
"430201",COMPANHIA DE AGUA E ESGOTO DO CEARA,2024,CAGECE
"430301",FUNDO ESTADUAL DE HABITACAO DE INTERESSE SOCIAL,2024,FEHIS
"430401",INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL DAS CIDADES DO CEARA,2024,IDECI
"430801",FUNDO ESTADUAL DE SANEAMENTO BASICO,2024,FESB
"460001",SECRETARIA DO PLANEJAMENTO E GESTÃO,2024,SEPLAG
"460101",INSTITUTO DE SAUDE DOS SERVIDORES DO ESTADO DO CEARA,2024,ISSEC
"460201",EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA,2024,ETICE
"460301",INSTITUTO DE PESQUISA E ESTRATEGIA ECONOMICA DO CEARA,2024,IPECE
"460401",FUNDO FINANCEIRO FUNAPREV,2024,FUNAPREV
"460601",COMPANHIA DE HABITACAO DO CEARA,2024,COHAB
"470601",FUNDO MAIS INFANCIA CEARA,2024,FEMIC
"490001",CONSELHO DE POLITICAS E GESTAO MEIO AMBIENTE,2024,CONPAM
"490101",SUPERINTENDENCIA ESTADUAL DO MEIO AMBIENTE,2024,SEMACE
"490201",FUNDO ESTADUAL DO MEIO AMBIENTE,2024,FEMA
"510001","SECRETARIA DA AGRICULTURA,  PESCA E AQUICULTURA",2024,SEAPA
"520001",SECRETARIA ESPECIAL DE GRANDES EVENTOS ESPORTIVOS,2024,SEGE
"229258",ESCOLA DE ENSINO MEDIO EM TEMPO INTEGRAL DE CARIÚS,2024,"23280484"
"229275",EEMTI ALAIDE SILVA SANTOS,2024,"23277548"
"229279",CENTRO CEARENSE DE IDIOMAS - UNIDADE CAMOCIM,2024,"23000255"
"229289",EEEP ANTONIO VALMIR RIBEIRO,2024,"23281936"
"241591",CENTRO SAUDE ESCOLA - MEIRELES,2024,CSM
"241621",CENTRO ODONTOLOGICO - TIPO II - JOAQUIM TAVORA,2024,CEO-JTAV
"270001",SECRETARIA DA CULTURA,2024,SECULT
"270401",FUNDO ESTADUAL DE CULTURA,2024,F E C
"280001",SECRETARIA DA ADMINISTRACAO,2024,SEAD
"290001",SECRETARIA DOS RECURSOS HIDRICOS,2024,SRH
"530001",CONTROLADORIA GERAL DE DISCIPLINA DOS ORGAOS DE SEGURANCA PUBLICA E SISTEMA PENITENCIARIO,2024,CGD
"540001",SECRETARIA DE RELAÇÕES INSTITUCIONAIS,2024,SRI
"030001",TRIBUNAL DE CONTAS DOS MUNICIPIOS,2024,TCM
"040001",TRIBUNAL DE JUSTICA,2024,TJ
"040101",FUNDO ESPECIAL DE REAPARELHAMENTO E MODERNIZ DO JUDICIA,2024,FERMOJU
"040301",FUNDO ESTADUAL DE SEGURANÇA DOS MAGISTRADOS,2024,FUNSEG
"228367",EEM ANTÔNIO CUSTÓDIO,2024,"23015705"
"228368",EEFM PROFISSIONAL SÃO JOSÉ,2024,"23025204"
"228369",EEM RAIMUNDO DA CUNHA BRITO,2024,"23236507"
"228370",EEEP DOM WALFRIDO TEIXEIRA VIEIRA,2024,"23236442"
"228371",EEMTI AGOSTINHO NERES PORTELA,2024,"23247754"
"228372",EEMTI DIRETORA MARIA DILMA BASTOS FERREIRA,2024,"23019565"
"228373",EEM DOUTOR JOSÉ EUCLIDES FERREIRA GOMES JÚNIOR,2024,"23264101"
"228374",EEEP PROFESSORA LYSIA PIMENTEL GOMES SAMPAIO SALES,2024,"23238933"
"228375",EEM ANTONIO NEGREIROS BASTOS,2024,"23545500"
"228376",EEM MANOEL BARBOZA MACIEL,2024,"23545518"
"228377",EEEP FRANCISCA MAURA MARTINS,2024,"23236027"
"228378",EEM FLORA DE QUEIROZ TELES,2024,"23015322"
"470801",SUPERINTENDENCIA ESTADUAL DE DEFESA DO CONSUMIDOR,2024,PROCON CEARÁ
"561201",INSTITUTO DE PESOS E MEDIDAS DO ESTADO DO CEARA-IPEM/CE,2024,IPEMCE
"630201",SUPERINTENDENCIA ESTADUAL DE DEFESA DO CONSUMIDOR,2024,PROCON CEARA
"228389",EEMTI CASEMIRO BEZERRA DE ARAUJO,2024,"23049375"
"228408",EEM CAMILO BRASILIENSE,2024,"23056860"
"228409",EEEP ADOLFO FERREIRA DE SOUSA,2024,"23056592"
"228410",EEMTI PADRE SARAIVA LEAO,2024,"23494000"
"228411",EEM JOSÉ JOACY PEREIRA,2024,"23052929"
"228412",EEM ALMIR PINTO,2024,"23051930"
"228444",EEM LAURO REBOUÇAS DE OLIVEIRA,2024,"23128208"
"228445",EEMTI ARSENIO FERREIRA MAIA,2024,"23127821"
"228446",EEMTI FRANCISCO MOREIRA FILHO,2024,"23133295"
"228447",EEFM ANTÔNIO VIDAL MALVEIRA,2024,"23133554"
"228448",EEEP AVELINO MAGALHÃES,2024,"23133155"
"228449",EEMTI FRANCISCO GUERREIRO CHAVES,2024,"23132876"
"228450",CEJA DOUTOR JOSÉ NILSON OSTERNE OLIVEIRA,2024,"23211202"
"228451",EEEP PROFESSOR WALQUER CAVALCANTE MAIA,2024,"23255528"
"228452",EEEP PROFESSORA ELSA MARIA PORTO COSTA LIMA,2024,"23265426"
"228453",EEEP OSMIRA EDUARDO DE CASTRO,2024,"23236078"
"228454",EEEP FRANCISCA ROCHA SILVA,2024,"23236094"
"228455",EEM VIRGÍLIO CORREIA LIMA,2024,"23138440"
"228456",EEEP POETA SINÓ PINHEIRO,2024,"23323442"
"228457",EEM PADRE JOSÉ AUGUSTO REGIS ALVES,2024,"23545577"
"010001",ASSEMBLEIA LEGISLATIVA,2022,ASSEMBLEIA
"010101",FUNDO DE PREVIDENCIA PARLAMENTAR DA ASSEMB LEGISL DO CE,2022,FPP
"020001",TRIBUNAL DE CONTAS DO ESTADO,2022,TCE
"030001",TRIBUNAL DE CONTAS DOS MUNICIPIOS,2022,TCM
"040001",TRIBUNAL DE JUSTICA,2022,TJ
